2
baba 0 3 3
rock 0 5 5
 	
1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,994,1011,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,
1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,
